uniquename	name	refseq_id
FBtr0073010	CG9970-RA	REFSEQ:NM_139497
FBtr0073011	spz5-RA	REFSEQ:NM_139496
FBtr0073015	CG12093-RA	REFSEQ:NM_139490
FBtr0073016	AhcyL1-RA	REFSEQ:NM_139489
FBtr0073017	snRNA:U5:63BC-RA	REFSEQ:NR_001933
FBtr0073023	Alg2-RA	REFSEQ:NM_139515
FBtr0073027	CG15812-RA	REFSEQ:NM_079173
FBtr0073028	CG15812-RB	REFSEQ:NM_167991
FBtr0073029	rasp-RA	REFSEQ:NM_079174
FBtr0073030	CG32280-RA	REFSEQ:NM_167992
FBtr0073031	CG32280-RB	REFSEQ:NM_167993
FBtr0073032	CG32280-RC	REFSEQ:NM_167994
FBtr0073033	CG32278-RA	REFSEQ:NM_167996
FBtr0073034	CG32281-RA	REFSEQ:NM_167995
FBtr0073035	Girdin-RA	REFSEQ:NM_139523
FBtr0073036	Girdin-RB	REFSEQ:NM_206262
FBtr0073037	CG32284-RA	REFSEQ:NM_167997
FBtr0073038	CG14957-RA	REFSEQ:NM_139524
FBtr0073039	CG14958-RA	REFSEQ:NM_139525
FBtr0073040	Hsp83-RA	REFSEQ:NM_079175
FBtr0073042	gry-RB	REFSEQ:NM_139528
FBtr0073043	nSMase-RA	REFSEQ:NM_139533
FBtr0073044	eIF1-RA	REFSEQ:NM_139535
FBtr0073045	Larp4B-RA	REFSEQ:NM_168007
FBtr0073046	Larp4B-RB	REFSEQ:NM_139536
FBtr0073050	ckd-RC	REFSEQ:NM_206264
FBtr0073051	CG14960-RA	REFSEQ:NM_139540
FBtr0073052	CG12017-RA	REFSEQ:NM_139541
FBtr0073053	CG12009-RA	REFSEQ:NM_139542
FBtr0073054	ZnT63C-RA	REFSEQ:NM_139544
FBtr0073055	ZnT63C-RB	REFSEQ:NM_168015
FBtr0073056	ZnT63C-RC	REFSEQ:NM_168016
FBtr0073057	ZnT63C-RD	REFSEQ:NM_168017
FBtr0073058	ZnT63C-RE	REFSEQ:NM_168018
FBtr0073059	Drsl2-RA	REFSEQ:NM_168019
FBtr0073060	Drsl3-RA	REFSEQ:NM_168020
FBtr0073061	Drsl4-RA	REFSEQ:NM_168021
FBtr0073062	Drsl5-RA	REFSEQ:NM_139546
FBtr0073063	CG12016-RA	REFSEQ:NM_139548
FBtr0073064	CG12016-RB	REFSEQ:NM_168022
FBtr0073066	Gtpx-RC	REFSEQ:NM_168024
FBtr0073067	Gtpx-RA	REFSEQ:NM_168026
FBtr0073068	Gtpx-RD	REFSEQ:NM_168025
FBtr0073069	CG14961-RA	REFSEQ:NM_139551
FBtr0073070	kst-RA	REFSEQ:NM_079176
FBtr0073071	kst-RB	REFSEQ:NM_206266
FBtr0073072	kst-RC	REFSEQ:NM_206265
FBtr0073073	Drs-RA	REFSEQ:NM_079177
FBtr0073075	CG12010-RB	REFSEQ:NM_168030
FBtr0073076	CG12012-RA	REFSEQ:NM_139556
FBtr0073077	Ids-RA	REFSEQ:NM_139557
FBtr0073078	Ythdc1-RA	REFSEQ:NM_139554
FBtr0073079	Ythdc1-RB	REFSEQ:NM_168029
FBtr0073080	Drsl6-RA	REFSEQ:NM_168028
FBtr0073081	Drsl1-RA	REFSEQ:NM_168027
FBtr0073082	CG14969-RA	REFSEQ:NM_139552
FBtr0073083	Strip-RA	REFSEQ:NM_168023
FBtr0073084	Strip-RB	REFSEQ:NM_139549
FBtr0073086	CG14968-RB	REFSEQ:NM_139543
FBtr0073087	CG14968-RC	REFSEQ:NM_168012
FBtr0073088	CG14968-RD	REFSEQ:NM_168013
FBtr0073089	CG14968-RE	REFSEQ:NM_168014
FBtr0073090	CG14968-RA	REFSEQ:NM_168011
FBtr0073092	CG12078-RA	REFSEQ:NM_139538
FBtr0073093	CG17746-RA	REFSEQ:NM_139537
FBtr0073094	CG17746-RB	REFSEQ:NM_168008
FBtr0073095	RpL28-RB	REFSEQ:NM_168004
FBtr0073097	RpL28-RA	REFSEQ:NM_139534
FBtr0073098	RpL28-RD	REFSEQ:NM_168005
FBtr0073102	CG33160-RA	REFSEQ:NM_176278
FBtr0073103	CG32277-RA	REFSEQ:NM_168002
FBtr0073104	CG33159-RA	REFSEQ:NM_176277
FBtr0073105	CG32271-RA	REFSEQ:NM_168001
FBtr0073106	CG32276-RA	REFSEQ:NM_167998
FBtr0073107	CG32276-RB	REFSEQ:NM_167999
FBtr0073108	CG14966-RA	REFSEQ:NM_139527
FBtr0073109	CG14965-RA	REFSEQ:NM_139526
FBtr0073111	CG14963-RA	REFSEQ:NM_139521
FBtr0073112	Asciz-RA	REFSEQ:NM_139519
FBtr0073113	ND-30-RA	REFSEQ:NM_139518
FBtr0073114	Usp5-RA	REFSEQ:NM_139516
FBtr0073115	CG11537-RC	REFSEQ:NM_139514
FBtr0073116	CG11537-RB	REFSEQ:NM_167989
FBtr0073117	CG11537-RA	REFSEQ:NM_167988
FBtr0073118	promL-RB	REFSEQ:NM_167987
FBtr0073119	promL-RC	REFSEQ:NM_139513
FBtr0073120	promL-RA	REFSEQ:NM_167986
FBtr0073124	Cht7-RA	REFSEQ:NM_139511
FBtr0073127	CycJ-RA	REFSEQ:NM_079179
FBtr0073128	CycJ-RB	REFSEQ:NM_206267
FBtr0073131	Eip63E-RD	REFSEQ:NM_079180
FBtr0073132	Eip63E-RE	REFSEQ:NM_168033
FBtr0073133	Eip63E-RA	REFSEQ:NM_168034
FBtr0073134	Eip63E-RB	REFSEQ:NM_168035
FBtr0073135	Eip63E-RC	REFSEQ:NM_168036
FBtr0073139	CG10862-RA	REFSEQ:NM_139566
FBtr0073140	CG14974-RA	REFSEQ:NM_144075
FBtr0073141	ImpE2-RA	REFSEQ:NM_057232
FBtr0073142	Tom5-RA	REFSEQ:NM_168032
FBtr0073143	CG14971-RA	REFSEQ:NM_139560
FBtr0073144	eIF5B-RB	REFSEQ:NM_143717
FBtr0073145	sty-RC	REFSEQ:NM_168031
FBtr0073146	sty-RB	REFSEQ:NM_079178
FBtr0073147	CG32266-RA	REFSEQ:NM_168040
FBtr0073148	IntS10-RA	REFSEQ:NM_139573
FBtr0073149	PIG-B-RA	REFSEQ:NM_139575
FBtr0073150	PIG-B-RB	REFSEQ:NM_206269
FBtr0073151	Scsalpha1-RA	REFSEQ:NM_079181
FBtr0073152	enc-RB	REFSEQ:NM_080026
FBtr0073153	enc-RA	REFSEQ:NM_206270
FBtr0073154	Rdh-RA	REFSEQ:NM_206271
FBtr0073155	Awh-RA	REFSEQ:NM_079183
FBtr0073156	Awh-RB	REFSEQ:NM_168042
FBtr0073157	Fie-RA	REFSEQ:NM_133165
FBtr0073158	Lamtor4-RA	REFSEQ:NM_139577
FBtr0073159	Tecr-RA	REFSEQ:NM_139579
FBtr0073160	ida-RA	REFSEQ:NM_139580
FBtr0073162	asRNA:Eig63F-2-RA	REFSEQ:NR_003122
FBtr0073163	CG14982-RB	REFSEQ:NM_139584
FBtr0073164	CG10853-RA	REFSEQ:NM_139585
FBtr0073165	scrt-RA	REFSEQ:NM_079187
FBtr0073166	CG12605-RB	REFSEQ:NM_139588
FBtr0073167	CG12605-RA	REFSEQ:NM_206275
FBtr0073168	CG12605-RC	REFSEQ:NM_206274
FBtr0073170	CG14983-RA	REFSEQ:NM_139586
FBtr0073171	Akr2E3-RA	REFSEQ:NM_139583
FBtr0073172	CG12766-RA	REFSEQ:NM_139582
FBtr0073173	CG10866-RA	REFSEQ:NM_139581
FBtr0073174	Eip63F-1-RA	REFSEQ:NM_080163
FBtr0073175	mge-RB	REFSEQ:NM_168044
FBtr0073176	mge-RA	REFSEQ:NM_079186
FBtr0073177	Ubi-p63E-RA	REFSEQ:NM_168043
FBtr0073178	Ubi-p63E-RB	REFSEQ:NM_079185
FBtr0073179	Ubi-p63E-RC	REFSEQ:NM_206272
FBtr0073180	Ccz1-RB	REFSEQ:NM_139578
FBtr0073182	Acp63F-RA	REFSEQ:NM_079182
FBtr0073183	CG32263-RA	REFSEQ:NM_168041
FBtr0073184	CG32262-RA	REFSEQ:NM_139574
FBtr0073185	ntc-RA	REFSEQ:NM_139572
FBtr0073187	CG32264-RD	REFSEQ:NM_168038
FBtr0073188	CG32264-RB	REFSEQ:NM_168039
FBtr0073192	FoxL1-RA	REFSEQ:NM_079188
FBtr0073193	Mul1-RA	REFSEQ:NM_139590
FBtr0073194	Gr64a-RA	REFSEQ:NM_168048
FBtr0073195	Gr64b-RA	REFSEQ:NM_168049
FBtr0073196	Gr64c-RA	REFSEQ:NM_079189
FBtr0073197	Gr64d-RA	REFSEQ:NM_168050
FBtr0073199	Gr64e-RA	REFSEQ:NM_168051
FBtr0073200	Gr64e-RB	REFSEQ:NM_001031935
FBtr0073201	Gr64f-RA	REFSEQ:NM_168052
FBtr0073202	Rcd5-RA	REFSEQ:NM_139595
FBtr0073203	CG1136-RA	REFSEQ:NM_139596
FBtr0073204	Ugt305A1-RA	REFSEQ:NM_144446
FBtr0073205	dib-RA	REFSEQ:NM_080071
FBtr0073208	CG14990-RA	REFSEQ:NM_139599
FBtr0073209	Fit1-RA	REFSEQ:NM_168060
FBtr0073210	Fit1-RB	REFSEQ:NM_139601
FBtr0073211	Ack-RA	REFSEQ:NM_139602
FBtr0073212	Ras64B-RA	REFSEQ:NM_079193
FBtr0073213	Akh-RA	REFSEQ:NM_079194
FBtr0073214	CG32260-RA	REFSEQ:NM_168065
FBtr0073215	CG1299-RA	REFSEQ:NM_139605
FBtr0073217	Ero1L-RB	REFSEQ:NM_139608
FBtr0073218	CG18675-RA	REFSEQ:NM_144077
FBtr0073219	tipE-RA	REFSEQ:NM_079196
FBtr0073220	tipE-RB	REFSEQ:NM_168067
FBtr0073223	Cpr64Ad-RB	REFSEQ:NM_139618
FBtr0073225	Sqor-RB	REFSEQ:NM_168071
FBtr0073226	Sqor-RA	REFSEQ:NM_139620
FBtr0073227	pav-RA	REFSEQ:NM_057677
FBtr0073228	CG1265-RB	REFSEQ:NM_139621
FBtr0073229	CG1309-RA	REFSEQ:NM_139623
FBtr0073231	CG1273-RB	REFSEQ:NM_139626
FBtr0073232	Ctl1-RA	REFSEQ:NM_139627
FBtr0073233	CG1316-RA	REFSEQ:NM_139630
FBtr0073234	TfIIEbeta-RA	REFSEQ:NM_079199
FBtr0073235	Hexo1-RA	REFSEQ:NM_079200
FBtr0073237	Hexo1-RD	REFSEQ:NM_168076
FBtr0073242	CG11583-RA	REFSEQ:NM_001038900
FBtr0073243	CG11586-RA	REFSEQ:NM_139624
FBtr0073244	CG15011-RA	REFSEQ:NM_139622
FBtr0073245	ago-RC	REFSEQ:NM_079198
FBtr0073246	ago-RB	REFSEQ:NM_168073
FBtr0073247	ago-RA	REFSEQ:NM_168072
FBtr0073248	ImpL2-RA	REFSEQ:NM_079197
FBtr0073249	ImpL2-RB	REFSEQ:NM_168069
FBtr0073250	ImpL2-RC	REFSEQ:NM_168070
FBtr0073252	Cpr64Ac-RA	REFSEQ:NM_139617
FBtr0073253	Cpr64Ab-RA	REFSEQ:NM_139616
FBtr0073254	Cpr64Aa-RA	REFSEQ:NM_139615
FBtr0073255	CG15005-RA	REFSEQ:NM_139613
FBtr0073256	VhaM9.7-c-RA	REFSEQ:NM_139611
FBtr0073257	Teh3-RA	REFSEQ:NM_144078
FBtr0073258	Teh2-RA	REFSEQ:NM_139610
FBtr0073260	mas-RB	REFSEQ:NM_079195
FBtr0073263	Rop-RA	REFSEQ:NM_079192
FBtr0073264	RfC4-RA	REFSEQ:NM_079191
FBtr0073265	ens-RB	REFSEQ:NM_168061
FBtr0073266	ens-RA	REFSEQ:NM_168064
FBtr0073267	ens-RC	REFSEQ:NM_139604
FBtr0073268	ens-RD	REFSEQ:NM_168063
FBtr0073269	ens-RE	REFSEQ:NM_168062
FBtr0073270	Chd64-RB	REFSEQ:NM_139603
FBtr0073271	CG14995-RA	REFSEQ:NM_168059
FBtr0073272	CG14995-RC	REFSEQ:NM_168058
FBtr0073273	CG14995-RD	REFSEQ:NM_168057
FBtr0073275	Gad1-RB	REFSEQ:NM_168055
FBtr0073276	Gad1-RA	REFSEQ:NM_079190
FBtr0073277	Gad1-RC	REFSEQ:NM_168056
FBtr0073278	Faa-RA	REFSEQ:NM_080091
FBtr0073279	wit-RA	REFSEQ:NM_079953
FBtr0073281	Dpy-30L2-RA	REFSEQ:NM_139597
FBtr0073283	CG11594-RC	REFSEQ:NM_168047
FBtr0073284	CG11594-RA	REFSEQ:NM_168046
FBtr0073286	Claspin-RA	REFSEQ:NM_168080
FBtr0073287	PMP34-RA	REFSEQ:NM_168081
FBtr0073288	mRpS6-RA	REFSEQ:NM_079201
FBtr0073291	slow-RA	REFSEQ:NM_139641
FBtr0073292	slow-RB	REFSEQ:NM_176283
FBtr0073293	Syx17-RA	REFSEQ:NM_079202
FBtr0073294	TP53INP-RD	REFSEQ:NM_168084
FBtr0073295	TP53INP-RB	REFSEQ:NM_168083
FBtr0073296	TP53INP-RA	REFSEQ:NM_139643
FBtr0073297	TP53INP-RC	REFSEQ:NM_168085
FBtr0073298	CG15020-RA	REFSEQ:NM_139644
FBtr0073299	nAChRbeta1-RA	REFSEQ:NM_079203
FBtr0073300	nAChRbeta1-RB	REFSEQ:NM_168086
FBtr0073301	CG15021-RA	REFSEQ:NM_139645
FBtr0073302	CG12607-RB	REFSEQ:NM_139646
FBtr0073306	CG7465-RA	REFSEQ:NM_139652
FBtr0073308	CG11353-RA	REFSEQ:NM_168093
FBtr0073309	CG11353-RB	REFSEQ:NM_139658
FBtr0073310	CG11357-RA	REFSEQ:NM_139659
FBtr0073317	HDAC1-RA	REFSEQ:NM_139661
FBtr0073319	CG13716-RA	REFSEQ:NM_139663
FBtr0073321	Src64B-RB	REFSEQ:NM_080195
FBtr0073322	CG32243-RA	REFSEQ:NM_168094
FBtr0073323	Tie-RA	REFSEQ:NM_079204
FBtr0073328	CG13721-RA	REFSEQ:NM_139655
FBtr0073333	CG15022-RA	REFSEQ:NM_139648
FBtr0073334	CG11345-RA	REFSEQ:NM_139647
FBtr0073335	CG15019-RA	REFSEQ:NM_139642
FBtr0073336	CG32240-RA	REFSEQ:NM_168082
FBtr0073337	DopEcR-RA	REFSEQ:NM_139640
FBtr0073338	CG11342-RA	REFSEQ:NM_139639
FBtr0073339	Cip4-RA	REFSEQ:NM_139636
FBtr0073340	CG15014-RA	REFSEQ:NM_139635
FBtr0073341	dyl-RB	REFSEQ:NM_168078
FBtr0073342	dyl-RA	REFSEQ:NM_139633
FBtr0073343	dyl-RC	REFSEQ:NM_168079
FBtr0073344	TTLL1B-RA	REFSEQ:NM_168100
FBtr0073345	RhoGEF64C-RA	REFSEQ:NM_168102
FBtr0073346	CG13713-RA	REFSEQ:NM_144452
FBtr0073347	CG13711-RA	REFSEQ:NM_139671
FBtr0073348	LeuRS-m-RA	REFSEQ:NM_139675
FBtr0073352	CG13705-RA	REFSEQ:NM_139681
FBtr0073353	hoka-RA	REFSEQ:NM_139682
FBtr0073354	Rh50-RA	REFSEQ:NM_139683
FBtr0073355	CG32235-RA	REFSEQ:NM_168105
FBtr0073356	CG32237-RA	REFSEQ:NM_168104
FBtr0073358	CG13708-RA	REFSEQ:NM_139676
FBtr0073359	Dhc64C-RA	REFSEQ:NM_079205
FBtr0073361	CG18808-RA	REFSEQ:NM_144411
FBtr0073362	CG7509-RA	REFSEQ:NM_139674
FBtr0073363	CG12493-RA	REFSEQ:NM_139670
FBtr0073364	CG13712-RA	REFSEQ:NM_139669
FBtr0073365	CG15876-RA	REFSEQ:NM_139668
FBtr0073366	CG18418-RA	REFSEQ:NM_139667
FBtr0073367	CG7514-RA	REFSEQ:NM_139666
FBtr0073369	CG32236-RA	REFSEQ:NM_168101
FBtr0073372	ATPsynCF6L-RA	REFSEQ:NM_139685
FBtr0073373	t-Grip128-RA	REFSEQ:NM_168109
FBtr0073374	CG17030-RA	REFSEQ:NM_139684
FBtr0073375	Con-RA	REFSEQ:NM_079206
FBtr0073376	CG15211-RA	REFSEQ:NM_132425
FBtr0073377	CG15210-RA	REFSEQ:NM_144208
FBtr0073378	CG15209-RA	REFSEQ:NM_132426
FBtr0073379	Pgls-RA	REFSEQ:NM_132428
FBtr0073380	CG2202-RA	REFSEQ:NM_132429
FBtr0073381	CG2186-RA	REFSEQ:NM_132432
FBtr0073382	CG2157-RA	REFSEQ:NM_132433
FBtr0073383	CG15208-RA	REFSEQ:NM_132436
FBtr0073386	v-RA	REFSEQ:NM_078558
FBtr0073387	Arlr-RA	REFSEQ:NM_132440
FBtr0073390	SmydA-4-RA	REFSEQ:NM_132447
FBtr0073391	SmydA-4-RB	REFSEQ:NM_167262
FBtr0073392	CG15203-RA	REFSEQ:NM_132451
FBtr0073393	sev-RA	REFSEQ:NM_078559
FBtr0073394	CG1537-RA	REFSEQ:NM_132450
FBtr0073396	CG1552-RA	REFSEQ:NM_132448
FBtr0073397	CG1552-RB	REFSEQ:NM_167263
FBtr0073400	C901-RA	REFSEQ:NM_132445
FBtr0073401	Rab9Fb-RA	REFSEQ:NM_167261
FBtr0073402	Rab9Fa-RA	REFSEQ:NM_167260
FBtr0073403	CG1582-RA	REFSEQ:NM_132435
FBtr0073404	Ork1-RB	REFSEQ:NM_078557
FBtr0073405	Ork1-RA	REFSEQ:NM_167259
FBtr0073406	CG1637-RB	REFSEQ:NM_167258
FBtr0073407	CG1637-RC	REFSEQ:NM_132434
FBtr0073408	CG1637-RA	REFSEQ:NM_167257
FBtr0073409	sofe-RA	REFSEQ:NM_132431
FBtr0073410	feo-RA	REFSEQ:NM_132430
FBtr0073411	sbr-RA	REFSEQ:NM_079921
FBtr0073412	CG32669-RA	REFSEQ:NM_167256
FBtr0073413	Imp-RF	REFSEQ:NM_167251
FBtr0073414	Imp-RH	REFSEQ:NM_167253
FBtr0073415	Imp-RG	REFSEQ:NM_167252
FBtr0073416	Imp-RD	REFSEQ:NM_167249
FBtr0073417	Imp-RE	REFSEQ:NM_167250
FBtr0073418	Imp-RC	REFSEQ:NM_167255
FBtr0073419	Imp-RB	REFSEQ:NM_167254
FBtr0073420	Imp-RA	REFSEQ:NM_078556
FBtr0073421	sesB-RA	REFSEQ:NM_078554
FBtr0073422	sesB-RC	REFSEQ:NM_167246
FBtr0073423	sesB-RB	REFSEQ:NM_167248
FBtr0073424	sesB-RD	REFSEQ:NM_167247
FBtr0073425	Ant2-RA	REFSEQ:NM_078555
FBtr0073426	Ant2-RB	REFSEQ:NM_176725
FBtr0073427	Vago-RB	REFSEQ:NM_132452
FBtr0073428	CG2076-RA	REFSEQ:NM_132453
FBtr0073429	CG2061-RA	REFSEQ:NM_132454
FBtr0073431	CG2061-RB	REFSEQ:NM_167264
FBtr0073434	Hsp60A-RA	REFSEQ:NM_078560
FBtr0073435	Hsp60A-RB	REFSEQ:NM_167266
FBtr0073436	Rpt3-RA	REFSEQ:NM_132458
FBtr0073437	CDK2AP1-RA	REFSEQ:NM_132460
FBtr0073438	CG15202-RA	REFSEQ:NM_132462
FBtr0073439	CG15201-RA	REFSEQ:NM_132463
FBtr0073440	Lint-1-RA	REFSEQ:NM_132464
FBtr0073441	Dlic-RA	REFSEQ:NM_132466
FBtr0073443	Dlic-RD	REFSEQ:NM_167274
FBtr0073444	Dlic-RB	REFSEQ:NM_167276
FBtr0073445	CG15200-RA	REFSEQ:NM_132469
FBtr0073446	CG11106-RA	REFSEQ:NM_132470
FBtr0073447	CG15198-RA	REFSEQ:NM_132473
FBtr0073448	Gapvd1-RA	REFSEQ:NM_132476
FBtr0073450	CG11756-RA	REFSEQ:NM_132480
FBtr0073451	CG1738-RA	REFSEQ:NM_132481
FBtr0073452	NdufV3-RA	REFSEQ:NM_132482
FBtr0073453	CG1737-RA	REFSEQ:NM_132483
FBtr0073454	dsh-RA	REFSEQ:NM_078563
FBtr0073456	Pa1-RA	REFSEQ:NM_132484
FBtr0073457	hop-RA	REFSEQ:NM_078564
FBtr0073460	l(1)10Bb-RA	REFSEQ:NM_078562
FBtr0073461	sisA-RA	REFSEQ:NM_078561
FBtr0073467	CG1394-RA	REFSEQ:NM_132468
FBtr0073468	Antdh-RA	REFSEQ:NM_132467
FBtr0073469	CG32668-RA	REFSEQ:NM_167275
FBtr0073470	rtv-RA	REFSEQ:NM_132465
FBtr0073471	Ran-RB	REFSEQ:NM_167272
FBtr0073472	Ran-RA	REFSEQ:NM_143712
FBtr0073473	CG15199-RA	REFSEQ:NM_132461
FBtr0073474	ssp7-RA	REFSEQ:NM_167271
FBtr0073475	Klp10A-RA	REFSEQ:NM_132459
FBtr0073476	Klp10A-RE	REFSEQ:NM_167270
FBtr0073477	Klp10A-RD	REFSEQ:NM_167269
FBtr0073478	Klp10A-RB	REFSEQ:NM_167267
FBtr0073479	Klp10A-RC	REFSEQ:NM_167268
FBtr0073480	SrpRalpha-RA	REFSEQ:NM_080148
FBtr0073481	CG11122-RA	REFSEQ:NM_132457
FBtr0073482	Tim8-RA	REFSEQ:NM_132485
FBtr0073483	dlg1-RC	REFSEQ:NM_167280
FBtr0073484	dlg1-RF	REFSEQ:NM_167281
FBtr0073485	dlg1-RD	REFSEQ:NM_078565
FBtr0073486	dlg1-RA	REFSEQ:NM_167282
FBtr0073487	dlg1-RE	REFSEQ:NM_206684
FBtr0073488	dlg1-RB	REFSEQ:NM_206683
FBtr0073489	dlg1-RG	REFSEQ:NM_206682
FBtr0073490	dlg1-RH	REFSEQ:NM_206681
FBtr0073491	dlg1-RI	REFSEQ:NM_206680
FBtr0073492	dlg1-RJ	REFSEQ:NM_206679
FBtr0073494	Gs2-RB	REFSEQ:NM_167284
FBtr0073495	Gs2-RC	REFSEQ:NM_078568
FBtr0073496	Gs2-RA	REFSEQ:NM_206685
FBtr0073497	Sk1-RB	REFSEQ:NM_167286
FBtr0073498	Sk1-RA	REFSEQ:NM_132489
FBtr0073499	HP5-RB	REFSEQ:NM_132490
FBtr0073500	HP5-RA	REFSEQ:NM_206686
FBtr0073503	Cyp4g15-RA	REFSEQ:NM_132493
FBtr0073505	Uba5-RA	REFSEQ:NM_132494
FBtr0073506	Spase25-RA	REFSEQ:NM_132495
FBtr0073509	PGRP-SA-RA	REFSEQ:NM_132499
FBtr0073510	CG11699-RA	REFSEQ:NM_132500
FBtr0073511	Reepl1-RA	REFSEQ:NM_132502
FBtr0073512	CG11696-RA	REFSEQ:NM_132503
FBtr0073513	CG11695-RA	REFSEQ:NM_132504
FBtr0073514	lncRNA:roX2-RA	REFSEQ:NR_002105
FBtr0073515	lncRNA:roX2-RB	REFSEQ:NR_002104
FBtr0073516	nod-RA	REFSEQ:NM_078570
FBtr0073518	rho-4-RB	REFSEQ:NM_080345
FBtr0073519	rho-4-RA	REFSEQ:NM_167290
FBtr0073520	CG1703-RA	REFSEQ:NM_132508
FBtr0073521	Met-RA	REFSEQ:NM_078571
FBtr0073522	Ptp10D-RB	REFSEQ:NM_167292
FBtr0073526	bif-RB	REFSEQ:NM_167295
FBtr0073527	bif-RC	REFSEQ:NM_078573
FBtr0073531	CG2444-RA	REFSEQ:NM_132511
FBtr0073532	Vlet-RA	REFSEQ:NM_167293
FBtr0073533	Vlet-RB	REFSEQ:NM_132510
FBtr0073534	Vlet-RC	REFSEQ:NM_167294
FBtr0073535	RPA3-RA	REFSEQ:NM_132509
FBtr0073536	CG2247-RA	REFSEQ:NM_132507
FBtr0073537	CG2533-RA	REFSEQ:NM_132506
FBtr0073539	pkm-RB	REFSEQ:NM_206689
FBtr0073540	e(y)2-RA	REFSEQ:NM_080107
FBtr0073541	Kmn1-RA	REFSEQ:NM_132501
FBtr0073542	Polr2A-RA	REFSEQ:NM_078569
FBtr0073543	CG1572-RA	REFSEQ:NM_132498
FBtr0073544	CG1572-RB	REFSEQ:NM_167289
FBtr0073545	CG33235-RA	REFSEQ:NM_206687
FBtr0073546	Evi5-RB	REFSEQ:NM_132488
FBtr0073547	Evi5-RA	REFSEQ:NM_167285
FBtr0073550	Gr10b-RA	REFSEQ:NM_078566
FBtr0073551	prtp-RA	REFSEQ:NM_132514
FBtr0073552	Tango10-RB	REFSEQ:NM_167302
FBtr0073553	Tango10-RA	REFSEQ:NM_132515
FBtr0073555	m-RA	REFSEQ:NM_132519
FBtr0073556	Karl-RA	REFSEQ:NM_167303
FBtr0073557	Karl-RB	REFSEQ:NM_132520
FBtr0073558	CkIIbeta-RB	REFSEQ:NM_080762
FBtr0073560	CkIIbeta-RC	REFSEQ:NM_167304
FBtr0073561	CkIIbeta-RD	REFSEQ:NM_167305
FBtr0073562	CkIIbeta-RE	REFSEQ:NM_206692
FBtr0073565	Cyp28c1-RA	REFSEQ:NM_132524
FBtr0073567	CG1847-RA	REFSEQ:NM_132530
FBtr0073569	CG15739-RA	REFSEQ:NM_132532
FBtr0073570	SelG-RA	REFSEQ:NM_132535
FBtr0073571	CG1840-RA	REFSEQ:NM_132536
FBtr0073572	sicily-RA	REFSEQ:NM_132537
FBtr0073573	wisp-RA	REFSEQ:NM_132538
FBtr0073574	CG1806-RA	REFSEQ:NM_132545
FBtr0073575	regucalcin-RA	REFSEQ:NM_167314
FBtr0073576	regucalcin-RC	REFSEQ:NM_132547
FBtr0073577	regucalcin-RB	REFSEQ:NM_167315
FBtr0073578	regucalcin-RD	REFSEQ:NM_167316
FBtr0073579	CG1492-RA	REFSEQ:NM_132546
FBtr0073580	fw-RA	REFSEQ:NM_078581
FBtr0073581	CG18130-RA	REFSEQ:NM_132544
FBtr0073582	tsg-RA	REFSEQ:NM_078580
FBtr0073590	Pdzd8-RA	REFSEQ:NM_132543
FBtr0073591	Sclp-RA	REFSEQ:NM_132542
FBtr0073593	lncRNA:CR32661-RA	REFSEQ:NR_002106
FBtr0073594	pot-RA	REFSEQ:NM_132540
FBtr0073595	pot-RB	REFSEQ:NM_167313
FBtr0073596	Upf1-RA	REFSEQ:NM_132539
FBtr0073600	BORCS5-RA	REFSEQ:NM_132531
FBtr0073601	Nrd1-RA	REFSEQ:NM_132529
FBtr0073602	CG10347-RB	REFSEQ:NM_167310
FBtr0073603	CG10347-RA	REFSEQ:NM_132527
FBtr0073604	p24-1-RA	REFSEQ:NM_132526
FBtr0073606	CG15741-RA	REFSEQ:NM_132523
FBtr0073607	CG1578-RA	REFSEQ:NM_132521
FBtr0073608	Hsc70-3-RB	REFSEQ:NM_078577
FBtr0073609	Hsc70-3-RA	REFSEQ:NM_167306
FBtr0073610	Hsc70-3-RD	REFSEQ:NM_167308
FBtr0073611	Hsc70-3-RC	REFSEQ:NM_167307
FBtr0073612	dy-RA	REFSEQ:NM_078575
FBtr0073613	CG9360-RA	REFSEQ:NM_132518
FBtr0073615	Amun-RB	REFSEQ:NM_167299
FBtr0073616	Amun-RD	REFSEQ:NM_167300
FBtr0073617	Amun-RC	REFSEQ:NM_132513
FBtr0073618	Amun-RE	REFSEQ:NM_167301
FBtr0073619	Amun-RA	REFSEQ:NM_167298
FBtr0073620	FucT6-RA	REFSEQ:NM_132512
FBtr0073621	Lsm12a-RA	REFSEQ:NM_132549
FBtr0073622	Tango4-RA	REFSEQ:NM_132550
FBtr0073623	Cyp318a1-RA	REFSEQ:NM_167318
FBtr0073625	lncRNA:CR32657-RA	REFSEQ:NR_002108
FBtr0073626	lncRNA:CR32658-RA	REFSEQ:NR_002111
FBtr0073627	lncRNA:CR32658-RB	REFSEQ:NR_002110
FBtr0073628	lncRNA:CR32658-RC	REFSEQ:NR_002109
FBtr0073633	CG32655-RA	REFSEQ:NM_167320
FBtr0073634	CG1924-RA	REFSEQ:NM_132560
FBtr0073637	moon-RA	REFSEQ:NM_132556
FBtr0073638	Uch-L5R-RA	REFSEQ:NM_132553
FBtr0073640	Cyp311a1-RB	REFSEQ:NM_132552
FBtr0073641	Usp7-RB	REFSEQ:NM_132551
